0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1981/2/20,7.3,8,,,1,2.5,8,,,1,4.9,8,1,0,0,8,1,0.3,0,8,1,5.4,8,1,0,1,8,,,,1,0,1,8,1,3.2,8,1,46,8,1,9.5,8,1,曇,8,1,降水なし,8,1
1981/2/21,10.6,8,,,1,2.1,8,,,1,5.6,8,1,0,0,8,1,7.9,0,8,1,15.3,8,1,0,1,8,,,,1,0,1,8,1,5.1,8,1,46,8,1,3.5,8,1,晴,8,1,降水なし,8,1
1981/2/22,7.9,8,,,1,2.2,8,,,1,5.6,8,1,0,1,8,1,6.5,0,8,1,11.7,8,1,0,1,8,,,,1,0,1,8,1,3.1,8,1,40,8,1,10,8,1,晴,8,1,降水なし,8,1
1981/2/23,7.1,8,,,1,2.1,8,,,1,3.6,8,1,7,0,8,1,0,1,8,1,2.2,8,1,0,1,8,,,,1,0,0,8,1,4.1,8,1,73,8,1,10,8,1,曇時々雨,8,1,時々雨,8,1
1981/2/24,4.5,8,,,1,2.4,8,,,1,3.6,8,1,1.5,0,8,1,0,1,8,1,1.5,8,1,0,1,8,,,,1,0,0,8,1,3.1,8,1,77,8,1,10,8,1,曇時々雨,8,1,降水なし,8,1
1981/2/25,6.2,8,,,1,1.1,8,,,1,3.1,8,1,0,0,8,1,1.3,0,8,1,6.1,8,1,0,1,8,,,,1,0,0,8,1,4.1,8,1,52,8,1,9.8,8,1,曇時々雪,8,1,降水なし,8,1
1981/2/26,5.3,8,,,1,-1.5,8,,,1,1.2,8,1,0,0,8,1,7.1,0,8,1,12,8,1,0,1,8,,,,1,0,0,8,1,3.8,8,1,33,8,1,5.5,8,1,晴,8,1,降水なし,8,1
1981/2/27,5.2,8,,,1,-3.5,8,,,1,0.9,8,1,0,1,8,1,10.1,0,8,1,17.5,8,1,0,1,8,,,,1,0,1,8,1,4,8,1,31,8,1,0.5,8,1,晴,8,1,降水なし,8,1
1981/2/28,6.9,8,,,1,-1.3,8,,,1,3.3,8,1,0,1,8,1,8.4,0,8,1,15.7,8,1,0,1,8,,,,1,0,1,8,1,2.6,8,1,44,8,1,3,8,1,晴,8,1,降水なし,8,1
1981/3/1,8.5,8,,,1,1,8,,,1,5,8,1,0,0,8,1,4.6,0,8,1,10.6,8,1,0,1,8,,,,1,0,1,8,1,2.6,8,1,52,8,1,8.3,8,1,曇,8,1,時々雨,8,1
1981/3/2,9.3,8,,,1,0.2,8,,,1,4.7,8,1,1.5,0,8,1,8.4,0,8,1,17.1,8,1,0,1,8,,,,1,0,0,8,1,3.8,8,1,54,8,1,4.5,8,1,晴,8,1,降水なし,8,1
1981/3/3,9.9,8,,,1,1.1,8,,,1,6.2,8,1,0.5,0,8,1,7.2,0,8,1,11.4,8,1,0,1,8,,,,1,0,1,8,1,1.9,8,1,58,8,1,6.8,8,1,晴,8,1,時々雨,8,1
1981/3/4,8.1,8,,,1,4.2,8,,,1,6.6,8,1,8.5,0,8,1,0,1,8,1,2.1,8,1,0,1,8,,,,1,0,1,8,1,2.8,8,1,87,8,1,10,8,1,雨,8,1,時々雨,8,1
1981/3/5,12.5,8,,,1,4.9,8,,,1,7.7,8,1,0,0,8,1,5.3,0,8,1,11.8,8,1,0,1,8,,,,1,0,1,8,1,3.3,8,1,63,8,1,8.8,8,1,曇,8,1,降水なし,8,1
1981/3/6,13.4,8,,,1,2.4,8,,,1,7.4,8,1,0,1,8,1,10.4,0,8,1,18.4,8,1,0,1,8,,,,1,0,1,8,1,4.4,8,1,47,8,1,2.3,8,1,晴,8,1,降水なし,8,1
1981/3/7,10.5,8,,,1,2,8,,,1,7.1,8,1,0,1,8,1,9.8,0,8,1,17.9,8,1,0,1,8,,,,1,0,1,8,1,3.3,8,1,52,8,1,0.8,8,1,晴,8,1,降水なし,8,1
1981/3/8,14,8,,,1,5.6,8,,,1,9.6,8,1,0,1,8,1,9.5,0,8,1,18.7,8,1,0,1,8,,,,1,0,1,8,1,3.7,8,1,43,8,1,4.5,8,1,晴,8,1,降水なし,8,1
1981/3/9,7.5,8,,,1,4.7,8,,,1,5.5,8,1,4.5,0,8,1,0,1,8,1,2.6,8,1,0,1,8,,,,1,0,1,8,1,3.6,8,1,74,8,1,10,8,1,曇時々雨,8,1,時々雨,8,1
1981/3/10,11.1,8,,,1,2.5,8,,,1,6.1,8,1,1,0,8,1,5.7,0,8,1,13.7,8,1,0,1,8,,,,1,0,1,8,1,5.7,8,1,55,8,1,6.8,8,1,曇,8,1,降水なし,8,1
1981/3/11,10.1,8,,,1,2,8,,,1,6.4,8,1,0,1,8,1,10,0,8,1,19.6,8,1,0,1,8,,,,1,0,1,8,1,4,8,1,43,8,1,3,8,1,晴,8,1,一時雨,8,1
1981/3/12,12.4,8,,,1,3.7,8,,,1,8.7,8,1,0,0,8,1,7.3,0,8,1,16.4,8,1,0,1,8,,,,1,0,1,8,1,2.9,8,1,55,8,1,5,8,1,晴,8,1,降水なし,8,1
1981/3/13,16.1,8,,,1,4.8,8,,,1,10.6,8,1,0,1,8,1,4.5,0,8,1,12.4,8,1,0,1,8,,,,1,0,1,8,1,2.4,8,1,59,8,1,6.3,8,1,曇,8,1,時々雨,8,1
1981/3/14,10.7,8,,,1,6.7,8,,,1,8.6,8,1,11,0,8,1,0,1,8,1,2.7,8,1,0,1,8,,,,1,0,1,8,1,3,8,1,91,8,1,10,8,1,雨,8,1,時々雨,8,1
1981/3/15,20.2,8,,,1,7.8,8,,,1,14.1,8,1,7.5,0,8,1,6.3,0,8,1,13.4,8,1,0,1,8,,,,1,0,1,8,1,5.1,8,1,59,8,1,5,8,1,晴一時雨,8,1,降水なし,8,1
1981/3/16,13.4,8,,,1,5,8,,,1,8.7,8,1,0,1,8,1,10.7,0,8,1,21,8,1,0,1,8,,,,1,0,1,8,1,5,8,1,30,8,1,0,8,1,晴,8,1,降水なし,8,1
1981/3/17,12.6,8,,,1,3.8,8,,,1,8.2,8,1,0,1,8,1,8.6,0,8,1,19.1,8,1,0,1,8,,,,1,0,1,8,1,3.4,8,1,39,8,1,1.5,8,1,晴,8,1,降水なし,8,1
1981/3/18,15.5,8,,,1,4,8,,,1,10.8,8,1,0,1,8,1,10.6,0,8,1,19.4,8,1,0,1,8,,,,1,0,1,8,1,3.5,8,1,45,8,1,0,8,1,晴,8,1,降水なし,8,1
1981/3/19,18.5,8,,,1,6.8,8,,,1,13.5,8,1,0,1,8,1,9.6,0,8,1,17.5,8,1,0,1,8,,,,1,0,1,8,1,2.6,8,1,59,8,1,4.8,8,1,晴,8,1,時々雨,8,1
1981/3/20,18.5,8,,,1,10.7,8,,,1,14.6,8,1,21,0,8,1,5.3,0,8,1,13.9,8,1,0,1,8,,,,1,0,1,8,1,4,8,1,68,8,1,7.5,8,1,曇一時雨,8,1,降水なし,8,1
1981/3/21,15,8,,,1,9,8,,,1,11.5,8,1,18,0,8,1,0,1,8,1,3.4,8,1,0,1,8,,,,1,0,1,8,1,2.2,8,1,77,8,1,10,8,1,曇時々雨,8,1,雨,8,1
1981/3/22,14.8,8,,,1,8.9,8,,,1,11.2,8,1,12.5,0,8,1,6.4,0,8,1,13.7,8,1,0,1,8,,,,1,0,1,8,1,4.6,8,1,78,8,1,6,8,1,晴時々雨,8,1,一時雨,8,1
1981/3/23,16.6,8,,,1,8.2,8,,,1,11.8,8,1,0,0,8,1,10.3,0,8,1,22.5,8,1,0,1,8,,,,1,0,1,8,1,6.7,8,1,47,8,1,2.5,8,1,大風　降水なし,8,1,降水なし,8,1
1981/3/24,13.2,8,,,1,5.9,8,,,1,9.4,8,1,1,0,8,1,8,0,8,1,18.4,8,1,0,1,8,,,,1,0,1,8,1,3.3,8,1,48,8,1,6.8,8,1,晴,8,1,雨,8,1
1981/3/25,9.4,8,,,1,5.9,8,,,1,7.6,8,1,25.5,0,8,1,0,1,8,1,1.6,8,1,0,1,8,,,,1,0,1,8,1,3.1,8,1,91,8,1,10,8,1,雨,8,1,一時雨,8,1
1981/3/26,20.6,8,,,1,9,8,,,1,12.5,8,1,0,0,8,1,5.4,0,8,1,13.7,8,1,0,1,8,,,,1,0,1,8,1,3.8,8,1,58,8,1,6.8,8,1,曇,8,1,降水なし,8,1
1981/3/27,14.4,8,,,1,5.9,8,,,1,9.9,8,1,0,1,8,1,10.9,0,8,1,23.2,8,1,0,1,8,,,,1,0,1,8,1,5.7,8,1,33,8,1,0,8,1,晴,8,1,降水なし,8,1
1981/3/28,12.3,8,,,1,5.3,8,,,1,8.9,8,1,0,1,8,1,7.7,0,8,1,17.6,8,1,0,1,8,,,,1,0,1,8,1,3.3,8,1,50,8,1,7.8,8,1,晴,8,1,降水なし,8,1
1981/3/29,14.3,8,,,1,7.2,8,,,1,10.8,8,1,0,1,8,1,7,0,8,1,16.4,8,1,0,1,8,,,,1,0,1,8,1,3.1,8,1,62,8,1,9,8,1,晴,8,1,降水なし,8,1
1981/3/30,10.9,8,,,1,7.3,8,,,1,8.5,8,1,0,1,8,1,3.1,0,8,1,12.5,8,1,0,1,8,,,,1,0,1,8,1,3.4,8,1,47,8,1,10,8,1,曇,8,1,降水なし,8,1
1981/3/31,7.6,8,,,1,4.1,8,,,1,5.6,8,1,0.5,0,8,1,0,1,8,1,4.5,8,1,0,1,8,,,,1,0,1,8,1,3.1,8,1,60,8,1,10,8,1,曇時々雨,8,1,一時雨,8,1
1981/4/1,8.2,8,,,1,2.7,8,,,1,6,8,1,4,0,8,1,0,1,8,1,3.7,8,1,0,1,8,,,,1,0,1,8,1,2.2,8,1,79,8,1,7.5,8,1,曇時々雨,8,1,雨,8,1
1981/4/2,12.3,8,,,1,4.9,8,,,1,7.9,8,1,18,0,8,1,0,1,8,1,2.9,8,1,0,1,8,,,,1,0,1,8,1,4.2,8,1,77,8,1,7.5,8,1,雨,8,1,降水なし,8,1
1981/4/3,17.1,8,,,1,4,8,,,1,12.3,8,1,0,1,8,1,11.5,0,8,1,23.2,8,1,0,1,8,,,,1,0,1,8,1,3.3,8,1,40,8,1,2.3,8,1,晴,8,1,降水なし,8,1
1981/4/4,12.3,8,,,1,8.5,8,,,1,10.1,8,1,3.5,0,8,1,0,1,8,1,5.5,8,1,0,1,8,,,,1,0,1,8,1,2.4,8,1,66,8,1,10,8,1,曇時々雨,8,1,一時雨,8,1
1981/4/5,13.4,8,,,1,6.7,8,,,1,10.5,8,1,0,0,8,1,2.1,0,8,1,8.4,8,1,0,1,8,,,,1,0,1,8,1,2.3,8,1,66,8,1,7.5,8,1,曇一時雨,8,1,時々雨,8,1
1981/4/6,16.5,8,,,1,8.6,8,,,1,12.7,8,1,2,0,8,1,0.2,0,8,1,8.5,8,1,0,1,8,,,,1,0,1,8,1,3.6,8,1,76,8,1,10,8,1,曇一時雨,8,1,一時雨,8,1
1981/4/7,19.3,8,,,1,9.1,8,,,1,14.4,8,1,0,1,8,1,11.5,0,8,1,24.8,8,1,0,1,8,,,,1,0,1,8,1,6.3,8,1,28,8,1,0.5,8,1,晴,8,1,降水なし,8,1
1981/4/8,15.4,8,,,1,8.7,8,,,1,11.9,8,1,0,1,8,1,11.1,0,8,1,23.2,8,1,0,1,8,,,,1,0,1,8,1,3.1,8,1,36,8,1,3.8,8,1,晴,8,1,降水なし,8,1
1981/4/9,17.8,8,,,1,8.7,8,,,1,13.7,8,1,0,0,8,1,6.7,0,8,1,17,8,1,0,1,8,,,,1,0,1,8,1,3.3,8,1,52,8,1,9.3,8,1,晴,8,1,時々雨,8,1
1981/4/10,15.9,8,,,1,11.1,8,,,1,13.4,8,1,19.5,0,8,1,1,0,8,1,4.8,8,1,0,1,8,,,,1,0,1,8,1,2.8,8,1,81,8,1,10,8,1,曇時々雨,8,1,降水なし,8,1
1981/4/11,23.3,8,,,1,10.8,8,,,1,17.9,8,1,0,1,8,1,11.4,0,8,1,23,8,1,0,1,8,,,,1,0,1,8,1,2.6,8,1,58,8,1,3,8,1,晴,8,1,降水なし,8,1
1981/4/12,20.8,8,,,1,13.1,8,,,1,16.3,8,1,0,1,8,1,9.1,0,8,1,18.7,8,1,0,1,8,,,,1,0,1,8,1,2.8,8,1,56,8,1,8.5,8,1,晴,8,1,時々雨,8,1
1981/4/13,16.4,8,,,1,6,8,,,1,11.2,8,1,8,0,8,1,0,1,8,1,7,8,1,0,1,8,,,,1,0,1,8,1,3.5,8,1,71,8,1,10,8,1,曇時々雨,8,1,時々雨,8,1
1981/4/14,16.3,8,,,1,5.6,8,,,1,11.6,8,1,0,1,8,1,11.3,0,8,1,23.6,8,1,0,1,8,,,,1,0,1,8,1,3.3,8,1,62,8,1,5.3,8,1,晴,8,1,降水なし,8,1
1981/4/15,17.9,8,,,1,10,8,,,1,14.9,8,1,0,1,8,1,9.1,0,8,1,18.4,8,1,0,1,8,,,,1,0,1,8,1,4,8,1,37,8,1,4.3,8,1,晴,8,1,時々雨,8,1
1981/4/16,15.5,8,,,1,10.3,8,,,1,11.5,8,1,21.5,0,8,1,0,1,8,1,2.1,8,1,0,1,8,,,,1,0,1,8,1,3.2,8,1,81,8,1,10,8,1,雨,8,1,一時雨,8,1
1981/4/17,19.4,8,,,1,10.4,8,,,1,13.7,8,1,0,0,8,1,7.6,0,8,1,20.1,8,1,0,1,8,,,,1,0,1,8,1,4.7,8,1,42,8,1,7.5,8,1,晴時々雨,8,1,降水なし,8,1
1981/4/18,17.7,8,,,1,8.6,8,,,1,12.2,8,1,0,1,8,1,11.2,0,8,1,24.6,8,1,0,1,8,,,,1,0,1,8,1,5.3,8,1,38,8,1,2,8,1,晴,8,1,降水なし,8,1
1981/4/19,12.3,8,,,1,8,8,,,1,9.6,8,1,8,0,8,1,0.1,0,8,1,6.5,8,1,0,1,8,,,,1,0,1,8,1,2.5,8,1,68,8,1,10,8,1,曇一時雨,8,1,大雨,8,1
